,AR
"IPO7>ERCC6L2,+",1
"KNOP1>LYN,+",1
"PXN>LYN,+",1
"TAP1>LYN,+",1
"CDK4>SPOP,+",1
"PXN>SPOP,+",1
"MMP24OS>STK25,+",1
"CWC15>PNKD,+",1
"KNOP1>SVIP,+",1
"ZEB1>SYNGR2,+",1
"KIDINS220>WASF2,+",1
"ABI3>OLFM1,+",1
"SSH1>TCF12,+",1
"NECAP2>ELK4,+",1
"UGGT1>ELK4,+",1
"ANKRD17>ELK4,+",1
"UGGT1>LUC7L2,+",1
"BRD7>TCP1,+",1
"SLC29A1>LAPTM4B,+",1
"UGCG>TCP1,+",1
"KNOP1>MT-ND6,+",1
"COPA>SMARCE1,+",1
"IPO7>SMARCE1,+",1
"PXN>SMARCE1,+",1
"HNRNPUL1>SMARCE1,+",1
"IL1R1>CXorf36,+",1
"MIEN1>RHOU,+",1
"ABI3>NECAP2,+",1
"IPO7>POGZ,+",1
"SPTLC2>CEP57,+",1
"MMP24OS>SRPK2,-",1
"ARL1>HADHA,+",1
"KNOP1>POGZ,+",1
"ZEB1>POGZ,+",1
"MRPL32>POGZ,+",1
"RNF125>APH1A,+",1
"HNRNPUL1>EGLN1,+",1
"CDK4>APH1A,+",1
"SPTLC2>APH1A,+",1
"TCF12>APH1A,-",1
"POGZ>RTN3,+",1
"SLC29A1>RTN3,+",1
"MRPL32>RTN3,+",1
"ERCC1>CEP57,-",1
"NECAP2>ABI3,+",1
"CWC15>NECAP2,+",1
"POGZ>RNF125,-",1
"KNOP1>SLC29A1,+",1
"MIEN1>SLC29A1,+",1
"NCOA4>SLC29A1,+",1
"TCF12>RAB2A,+",1
"ZKSCAN1>UGGT1,+",1
"SSH1>RAI14,+",1
"ODF2L>TTC3,+",1
"MIEN1>BEX4,+",1
"ZEB1>GANAB,+",1
"ZEB1>ROBO1,+",1
"SLC29A1>ROBO1,+",1
"MIEN1>ROBO1,+",1
"SPTLC2>GBP4,+",1
"IPO7>EPRS,+",1
"EPS15>TFDP2,+",1
"SCARB2>NAP1L4,+",1
"PKM>WDR33,+",1
"S1PR1>STX12,-",1
"ZSCAN18>C9orf78,+",1
"MPRIP>NDUFB4,-",1
"JAG1>RTF2,+",1
"GNAI3>RTF2,+",1
"REV1>PEBP1,+",1
"ARHGEF12>ROBO1,+",1
"PSENEN>FZD4,-",1
"MMP24OS>TBCB,+",1
"WAC>ETFB,+",1
"C9orf78>ETFB,+",1
"ZSCAN18>CALM3,+",1
"KLHDC2>CALM3,+",1
"NDUFB4>CTBS,-",1
"S1PR1>CTBS,-",1
"JAG1>CTBS,+",1
"ITFG1>RPS17,+",1
"WAC>THRAP3,+",1
"HNRNPUL1>TM9SF2,+",1
"S1PR1>BIRC2,-",1
"SLTM>ADAR,-",1
"ARHGEF12>SLTM,+",1
"WAC>SLTM,+",1
"PPP4R2>SLTM,-",1
"SMAD1>SLTM,+",1
"NUCB1>UGCG,+",1
"SLTM>WAC,+",1
"GADD45GIP1>PLA2G16,+",1
"SMAD1>PHIP,+",1
"CFI>PHIP,+",1
"PPP4R2>PHIP,+",1
"GNAI3>ERCC6L2,-",1
"KLHDC2>ERCC6L2,-",1
"NDUFS7>AASDHPPT,+",1
"EIF2S1>MPRIP,-",1
"ITFG1>STX12,+",1
"CTBS>NAP1L4,+",1
"B4GALT1>STX12,+",1
"TMX3>CNTLN,+",1
"ATL3>CNTLN,+",1
"PKM>OTUB1,-",1
"MORF4L2>OTUB1,+",1
"ODF2L>INPP1,+",1
"CCT7>INPP1,+",1
"SELE>GGT5,+",1
"CCT7>GGT5,-",1
"TFDP2>PLA2G16,+",1
"CAMTA1>ATP11A,+",1
"MIR99AHG>ATP11A,+",1
"ODF2L>RBMS3,+",1
"MALL>ITFG1,+",1
"LEPR>ITFG1,+",1
"SMAD1>ITFG1,+",1
"ADCY4>RHOU,+",1
"PPIP5K2>RHOU,+",1
"MORF4L2>RHOU,+",1
"GNAI3>KRIT1,-",1
"WAC>COPA,+",1
"NDUFB4>TMEM259,+",1
"SMAD1>NAA38,+",1
"SLTM>KRIT1,+",1
"ERCC6L2>KRIT1,-",1
"NDUFB4>KRIT1,+",1
"SUN2>KRIT1,+",1
"ITFG1>MMP24OS,+",1
"UBA6>HNRNPUL1,+",1
"SMAD1>HNRNPUL1,+",1
"WAC>PSMD11,+",1
"SLTM>PSMD11,+",1
"BIRC2>NAP1L4,+",1
"UBA6>MMP24OS,+",1
"EIF2S1>CNTLN,+",1
"NAA38>SPPL2A,+",1
"SMARCE1>SPPL2A,+",1
"S1PR1>REV1,+",1
"CTBS>JAG1,+",1
"AKR1A1>TCP1,-",1
"PPP4R2>CALM3,+",1
"PTPRB>OGT,+",1
"PON2>GPM6A,+",1
"EPS15>PON2,+",1
"ITFG1>BEX4,+",1
"ZNF207>CFI,+",1
"RAC1>DICER1,+",1
"AKR1A1>DICER1,+",1
"TOP1>PDCD7,+",1
"EIF3J>PDCD7,+",1
"MET>ITFG1,+",1
"NOB1>ATP6AP2,+",1
"MET>ATP6AP2,+",1
"MET>TRIM38,+",1
"XRN1>TRIM38,+",1
"TOP1>NMT1,+",1
"DICER1>GSPT1,+",1
"GNAQ>SCARF1,+",1
"CRYBG3>ARPC5L,+",1
"PPP4R2>ARPC5L,+",1
"ROBO1>ATP11A,+",1
"NMT1>FGD4,+",1
"ADNP>MET,+",1
"ANKRD17>HSPD1,+",1
"TFDP2>MRPL32,-",1
"DENR>HSPD1,+",1
"CFI>GTF2I,+",1
"TMEM109>AKR1A1,+",1
"DICER1>AKR1A1,+",1
"MET>AKR1A1,+",1
"SCARB2>AKR1A1,+",1
"DICER1>ATL3,+",1
"CFI>ZNF207,+",1
"SLFN5>ZNF207,+",1
"NDUFB4>UBA6,+",1
"JAG1>RB1,+",1
"UBA6>RB1,+",1
"TFDP2>RB1,+",1
"SLTM>LAPTM4B,+",1
"MMP24OS>UBA6,+",1
"ZSCAN18>UBA6,-",1
"NAA38>SMAD1,+",1
"NDUFB4>GHITM,+",1
"CFI>SMAD1,+",1
"NAA38>TMEM173,+",1
"NUCB1>PROCR,+",1
"ERCC6L2>KLHDC2,-",1
"MMP24OS>REV1,+",1
"SMAD1>REV1,+",1
"WAC>RB1,+",1
"C9orf78>ZSCAN18,+",1
"AKR1A1>ROBO1,+",1
"WAC>GNAI3,+",1
"EPS15>ROBO1,+",1
"EIF2S1>COPA,+",1
"MET>COPA,+",1
"CCT7>NDUFB7,+",1
"RPS17>SURF6,+",1
"CFI>SURF6,+",1
"ERCC6L2>GNAI3,-",1
"WAC>NMT1,+",1
"NDUFB4>B4GALT1,-",1
"SSU72>B4GALT1,+",1
"ARHGEF12>B4GALT1,+",1
"CFI>FGD4,+",1
"ARHGEF12>PFDN1,+",1
"UBA6>PSENEN,+",1
"POLR2K>SUN2,+",1
"KNOP1>MPRIP,+",1
"ERCC6L2>GPM6A,+",1
"CAST>AHCTF1,+",1
"CFI>PLCB4,+",1
"HMGN2>PLCB4,+",1
"SMAD1>MTCH1,+",1
"EPS15>SENP6,+",1
"ZMYND11>SENP6,+",1
"ATL3>SENP6,+",1
"SMURF2>SENP6,+",1
"PCYOX1>PDE4D,+",1
"ZMYND11>RCAN1,+",1
"MRPS26>RCAN1,+",1
"PPP4R2>RCAN1,+",1
"LIMA1>HMGN2,+",1
"EPS15>PALM,+",1
"RAB2A>PALM,+",1
"ZDHHC2>PALM,-",1
"SMURF2>FXYD6,-",1
"HMGN2>FXYD6,+",1
"EPS15>FBXO7,-",1
"FBXO3>AR,+",1
"ATP6AP2>NTPCR,+",1
"AKR1A1>PPP4R2,+",1
"SNW1>ARHGEF12,+",1
"CFI>CALM3,+",1
"NMT1>FBXO3,+",1
"CALM3>ROBO1,+",1
"ARHGEF15>AR,+",1
"SET>DNAJC8,+",1
"CFI>UBE2L3,+",1
"EPS15>MRPL32,+",1
"RAB2A>MRPL32,+",1
"PRDX6>SMAD1,+",1
"ASS1>SMAD1,-",1
"FOXC1>SELE,+",1
"CFI>AHCTF1,+",1
"EPS15>AHCTF1,+",1
"ATP6AP2>OTUD6B-AS1,+",1
"RAB14>AHCTF1,+",1
"ATL3>ATP5F1A,-",1
"ZMYND11>ATP5F1A,+",1
"AR>ATP5F1A,-",1
"RAB14>IARS2,+",1
"AHNAK2>CAST,+",1
"PALM>ZDHHC2,-",1
"FBXO7>ZDHHC2,+",1
"AR>ZDHHC2,+",1
"TMEM123>ZDHHC2,+",1
"FBXO7>TMEM259,+",1
"LIMA1>AKR1A1,+",1
"EIF2S1>AKR1A1,+",1
"SMURF2>AKR1A1,+",1
"SMAD1>AKR1A1,+",1
"ATL3>ZMYND11,+",1
"SMAD1>ATP6AP2,+",1
"LIMA1>ATP6AP2,+",1
"BRD7>ATP6AP2,+",1
"RAB14>KIF1B,-",1
"IARS2>BNIP2,+",1
"CDK2AP2>NMT1,-",1
"PCYOX1>DENR,+",1
"LAPTM4B>ZNF644,-",1
"EPS15>ZNF644,+",1
"SMDT1>KIF1B,+",1
"ATL3>WARS,+",1
"ATL3>CLDND1,+",1
"MRPS26>TMX2,+",1
"AHNAK2>PCYOX1,+",1
"PALM>PCYOX1,+",1
"FOXC1>PCYOX1,+",1
"ATP6AP2>BRD7,+",1
"SMAD1>PRDX6,+",1
"TIAM1>NTPCR,+",1
"ADAM15>G3BP1,+",1
"LAPTM4B>MPRIP,+",1
"LPAR6>HLA-DMA,+",1
"CLTA>MRPL32,+",1
"EIF3M>PEBP1,+",1
"NEMF>RAP1A,+",1
"EIF3M>HLA-DQA1,+",1
"CALM3>SENP6,+",1
"NEMF>SENP6,+",1
"LPAR6>SPPL2A,+",1
"NTPCR>SPPL2A,+",1
"RAP1A>NEMF,+",1
"GGT5>ERCC6L2,+",1
"GGT5>STMN1,-",1
"KANK3>STMN1,-",1
"COMT>STMN1,+",1
"CFI>TROVE2,+",1
"TIAM1>ITFG1,+",1
"ERCC6L2>GGT5,+",1
"AKR1A1>GGT5,-",1
"TROVE2>GGT5,+",1
"DEK>NMT1,+",1
"ATP6AP2>EIF3D,+",1
"COMT>EIF3D,+",1
"STMN1>COX17,+",1
"AKR1A1>COX17,+",1
"GAS6>GIMAP4,+",1
"ARHGEF15>FNBP1,+",1
"EIF3M>NMT1,+",1
"C1R>TAOK3,-",1
"ARHGEF15>NMT1,+",1
"CALM3>RPS17,+",1
"PSMC4>RPS17,+",1
"FNBP1>C9orf78,+",1
"PSMC4>C9orf78,+",1
"EIF3M>TAOK3,+",1
"ADAR>TIAM1,+",1
"ARHGEF15>DPM3,+",1
"COPA>G3BP1,+",1
"NAA38>DPM3,+",1
"EIF3M>COX6B1,+",1
"PPP4R2>DESI2,+",1
"ADAM15>DESI2,+",1
"EIF3M>C1R,+",1
"AR>TCEAL3,+",1
"C1R>LAPTM4B,+",1
"EIF3M>SUN2,+",1
"AKR1A1>SUN2,+",1
"ERCC6L2>COPA,+",1
"AKR1A1>NAA38,+",1
"NEMF>LSM8,+",1
"ADAM15>LSM8,+",1
"EIF3M>LSM8,+",1
"TMEM259>LSM8,+",1
"AR>LSM8,+",1
"C1R>COX6B1,+",1
"HLA-DQA1>COX6B1,-",1
"ADAM15>KANK3,+",1
"FNBP1>ARHGEF15,+",1
"TMEM259>GOSR1,+",1
"ERCC6L2>GOSR1,+",1
"COMT>GOSR1,+",1
"FBXO3>KNOP1,+",1
"CALM3>LYL1,+",1
"SNW1>LYL1,+",1
"LSM8>TIAL1,-",1
"SNW1>CFI,+",1
"ADAM15>TIAL1,+",1
"ARHGEF15>PSMC4,+",1
"AKR1A1>CLTA,+",1
"FBXO3>CLTA,-",1
"ROBO1>COMT,+",1
"EIF2S1>DENR,+",1
"SMURF2>ZMYND11,+",1
"DENR>EPS15,+",1
"LAPTM4B>EPS15,+",1
"AHNAK2>ARF5,+",1
"LAMP2>AHNAK2,+",1
"EPS15>AHNAK2,+",1
"THSD7A>UBE2B,+",1
"CRYBG3>UBE2B,+",1
"GPATCH2L>MCF2L,+",1
"PDCD7>MCF2L,+",1
"AHNAK2>EPS15,+",1
"LAMP2>IFI44L,+",1
"IFI44L>LAMP2,+",1
"PDCD7>CLEC2B,+",1
"PDHB>CLEC2B,+",1
"PDCD7>SRPK2,+",1
"RAB14>C8orf59,+",1
"MMP24OS>MDFIC,-",1
"THSD7A>MDFIC,+",1
"LRRC8C>GSK3A,+",1
"MMP24OS>GSK3A,+",1
"UBE2B>OGT,+",1
"SETD2>MIER1,+",1
"PDCD7>PDE2A,-",1
"ROBO1>PDE2A,+",1
"THOC2>SMURF2,+",1
"FAR1>SMURF2,+",1
"KIDINS220>GPATCH2L,+",1
"LRRC8C>GPATCH2L,-",1
"THOC2>TIAL1,+",1
"AHNAK2>OGT,+",1
"FAR1>TIAL1,+",1
"FBXO3>THOC2,+",1
"EIF3J>THOC2,+",1
"RAP1A>ABHD5,+",1
"MFSD10>EPRS,+",1
"CHST7>THSD7A,+",1
"KIDINS220>MDFIC,+",1
"UBE2B>ARF5,+",1
"PCYOX1>TIAL1,+",1
"PDHB>ARF5,-",1
"PDHB>FBXO3,+",1
"CRYBG3>DDX24,+",1
"PDHB>PDCD7,+",1
"PURA>COPA,+",1
"AHNAK2>COPA,+",1
"THOC2>MMP24OS,+",1
"THOC2>NFE2L1,+",1
"AR>NFE2L1,+",1
"MFSD10>AR,+",1
"AHNAK2>AR,+",1
"DENR>HEBP1,-",1
"GPATCH8>DHX36,+",1
"SUGP2>LAMTOR4,+",1
"ROBO1>SNRPD1,-",1
"ACTR2>SNRPD1,+",1
"CRYBG3>FBXO3,+",1
"KIDINS220>FBXO3,+",1
"EPS15>SETD2,+",1
"AHNAK2>SEPT9,+",1
"MMP24OS>ZNF580,+",1
"TOR1AIP1>ZNF580,-",1
"PTPRG>ZNF580,+",1
"FAR1>APH1A,-",1
"THSD7A>SENP6,+",1
"FAR1>SENP6,+",1
"EIF3J>ROBO1,+",1
"MFSD10>SETD2,+",1
"PURA>ROBO1,+",1
"KIDINS220>ROBO1,+",1
"SRPK2>ITFG1,-",1
"NFE2L1>EIF2S1,-",1
"PDHB>TMEM259,+",1
"PURA>ATP5MF,+",1
"PROCR>PDE2A,+",1
"THOC2>PDE2A,+",1
"PTPRG>PPP4R2,+",1
"FBXO3>PPP4R2,+",1
"HMGN2>GNAQ,+",1
"FOXC1>SEPT9,+",1
"CFI>SMC4,+",1
"ZMYND11>SMC4,+",1
"FOXC1>VGLL4,+",1
"SURF6>VGLL4,+",1
"HMGN2>VGLL4,+",1
"SMAD1>PPP4R2,+",1
"EIF3J>PDE4D,+",1
"LRRC8C>PDE4D,+",1
"EPS15>CASC4,+",1
"AR>CASC4,-",1
"LTC4S>CASC4,+",1
"NFE2L1>C1GALT1C1,+",1
"EIF3J>C1GALT1C1,+",1
"LIMA1>NAA38,+",1
"PALM>ITFG1,-",1
"AKR1A1>SMDT1,+",1
"HMGN2>MIR99AHG,+",1
"SPPL2A>TIAL1,-",1
"SMURF2>TIAL1,+",1
"ZMYND11>SMURF2,+",1
"ITFG1>LSR,+",1
"CXorf36>RAB2A,+",1
"SMURF2>MIR99AHG,+",1
"ATP6AP2>CCDC68,+",1
"LIMA1>SMDT1,+",1
"FOXC1>CARHSP1,+",1
"SMAD1>SMARCE1,+",1
"RAB14>CDK2AP2,+",1
"AHCTF1>CDK2AP2,-",1
"SMURF2>CDK2AP2,+",1
"EPS15>SMDT1,+",1
"AHNAK2>C1GALT1C1,-",1
"FBXO3>NMT1,+",1
"MRPS26>NMT1,+",1
"TOR1AIP1>MFSD10,+",1
"LTC4S>PROCR,+",1
"CRYBG3>APCDD1,+",1
"AR>APCDD1,-",1
"PDCD7>APCDD1,+",1
"FBXO3>PDHB,+",1
"UBE2B>PDHB,+",1
"UBE2B>MFSD10,-",1
"FAR1>MLF2,+",1
"DDX24>MRPS26,+",1
"PDCD7>MRPS26,+",1
"AHNAK2>MRPS26,+",1
"EIF3J>TOR1AIP1,+",1
"PDHB>TOR1AIP1,-",1
"ATP5MF>CHST7,+",1
"RUNX1T1>DDX27,-",1
"EPS15>MLF2,-",1
"LDB2>EIF3J,+",1
"G3BP1>RUNX1T1,+",1
"THSD7A>LTC4S,+",1
"PURA>POLK,+",1
"MFSD10>RBP5,+",1
"GPATCH2L>GSPT1,+",1
"PDHB>GSPT1,-",1
"FBXO3>RAP1A,+",1
"NFE2L1>NTHL1,+",1
"RAB14>MLF2,+",1
"THSD7A>NTHL1,+",1
"ROBO1>NTHL1,+",1
"SCP2>MAOA,+",1
"GPATCH2L>MAOA,-",1
"MMP24OS>CRYBG3,+",1
"MMP24OS>MLF2,+",1
"CALM3>EIF3D,+",1
"NUCB1>NAP1L4,+",1
"HBP1>PPP4R2,+",1
"PON2>RTN3,+",1
"MAP1LC3B>AHNAK2,+",1
"TMEM127>HCFC1R1,+",1
"G3BP1>HCFC1R1,+",1
"RNF144B>HCFC1R1,+",1
"RNF144B>CDK4,+",1
"ENO1>CDK4,+",1
"UQCRH>ADAR,-",1
"CD74>ADAR,+",1
"MRPS10>PUS7L,+",1
"AHNAK2>PUS7L,+",1
"G3BP1>TIAL1,+",1
"HCFC1R1>TIAL1,+",1
"ADD1>PON2,+",1
"SCARB2>PON2,+",1
"SLC44A1>CLTA,+",1
"MRPS10>ITFG1,+",1
"NAP1L1>ARFGAP3,+",1
"G3BP1>NAA38,+",1
"CRIP2>IFI44L,+",1
"AR>RUNDC3B,+",1
"MRPS10>ANXA5,+",1
"KDM2A>OGT,+",1
"RAB2A>NECAP2,+",1
"RPS17>NECAP2,+",1
"SCARB2>NUCB1,+",1
"PDCD7>IFI44L,+",1
"ADD1>LTBP4,+",1
"RPS17>DNAJC8,+",1
"PDCD7>DNAJC8,+",1
"TIAL1>MAP1LC3B,+",1
"DPYSL2>MAP1LC3B,+",1
"RNF144B>MAP1LC3B,+",1
"DPYSL2>SELENOH,+",1
"ARFGAP3>RTN3,+",1
"KDM2A>HNRNPUL1,+",1
"ERCC6L2>SETD2,+",1
"SCARB2>AR,+",1
"OTUB1>SHISA5,-",1
"DNMT1>ADAMTS1,+",1
"TRIB2>ADAMTS1,-",1
"FNBP1L>ADAMTS1,-",1
"ERCC6L2>ADAMTS1,+",1
"PFDN1>ADAMTS1,+",1
"XRN1>COPA,+",1
"ERCC6L2>PICALM,+",1
"SET>ROBO1,+",1
"CLIC2>ROBO1,+",1
"CFI>ROBO1,+",1
"PDE4D>ROBO1,+",1
"MRPS26>DNAJC8,-",1
"MMP24OS>SETD2,+",1
"DNMT1>SETD2,+",1
"OCIAD2>SNW1,+",1
"DENR>CAPZB,+",1
"NDUFS6>CAPZB,+",1
"SET>OCIAD2,+",1
"LAPTM4B>TIAL1,+",1
"LSM12>TIAL1,+",1
"TRIB2>HOXB7,+",1
"ERCC6L2>HOXB7,+",1
"OCIAD2>HOXB7,+",1
"AR>OCIAD2,+",1
"RASSF9>OCIAD2,+",1
"YTHDF3>ATP11C,+",1
"XRN1>OCIAD2,+",1
"IPO7>ITGB4,+",1
"CLIC2>ITGB4,+",1
"PDE4D>ITGB4,+",1
"ERCC6L2>YTHDF3,+",1
"FNBP1L>GOLGA8A,+",1
"PDCD7>RUNDC3B,+",1
"SCARB2>RUNDC3B,+",1
"HCFC1R1>TFDP2,-",1
"ANXA5>TFDP2,+",1
"ENO1>OAZ1,+",1
"SCP2>MMRN2,+",1
"SCARB2>LRRC8C,+",1
"MRPS10>LRRC8C,-",1
"AHNAK2>HLA-F,+",1
"ANXA5>HLA-F,+",1
"MRPS10>PTPRG,+",1
"WASF2>PTPRG,+",1
"KDM2A>NBR1,+",1
"KDM2A>RPS17,+",1
"SMC2>RPS17,-",1
"CRIP2>RPS17,+",1
"DNAJC8>RPS17,+",1
"NAP1L1>RPS17,+",1
"ARFGAP3>ARPC5L,+",1
"SCP2>UQCRH,+",1
"CLTA>SLC44A1,+",1
"CD74>HLA-DPB1,+",1
"MIER1>MAZ,+",1
"POLR2I>MPRIP,+",1
"SF3B2>MRPL43,+",1
"PDCD7>GNAQ,+",1
"ITFG1>TMEM259,+",1
"AMD1>TMEM259,+",1
"CFI>MAZ,+",1
"TRIM38>MAZ,+",1
"TRIM38>AR,+",1
"MAFF>MAZ,+",1
"EPC1>NFE2L1,+",1
"TIAL1>NFE2L1,+",1
"HLA-DQA2>NFE2L1,+",1
"IFI44L>TRIM38,+",1
"GHITM>COPA,+",1
"DPYSL2>ARPC5L,+",1
"HCFC1R1>RAB14,-",1
"EIF2S1>SSH1,+",1
"KDM2A>PLCB4,+",1
"NECAP2>SMC4,+",1
"ATL3>SMC4,-",1
"CLTA>DPYSL2,+",1
"HCFC1R1>PPP4R2,-",1
"ADD1>KIDINS220,+",1
"DPYSL2>KIDINS220,+",1
"MRPS10>RNF144B,-",1
"ADD1>CALM3,+",1
"MRPS10>ZMYND11,+",1
"WASF2>TMEM259,+",1
"UQCRH>TMEM259,+",1
"TMEM127>CDC42EP3,+",1
"G3BP1>CDC42EP3,+",1
"CALM3>TFDP2,+",1
"TMEM127>CALM3,+",1
"RNF144B>ATL3,+",1
"NECAP2>SSH1,+",1
"ADD1>REV1,+",1
"ARFGAP3>SSH1,-",1
"ADAR>SSH1,+",1
"MRPS10>KDM2A,+",1
"PON2>POGZ,+",1
"ADAR>POGZ,+",1
"NAP1L1>POGZ,+",1
"CRIP2>REV1,+",1
"DPYSL2>ATL3,+",1
"ATL3>REV1,-",1
"RNF144B>TMEM160,+",1
"TFDP2>TMEM160,+",1
"HCFC1R1>TMEM160,+",1
"RTN3>SKAP2,+",1
"G3BP1>GBP4,+",1
"SESN3>SETD2,+",1
"PDCD7>SETD2,+",1
"ERP29>EIF3J,+",1
"SSH1>MRPL32,+",1
"NMT1>DIP2A,+",1
"ATP6AP2>DIP2A,+",1
"MCF2L>DIP2A,+",1
"NAA38>FOXP1,+",1
"PTMA>ATP5F1E,+",1
"G3BP1>SNAP23,+",1
"RPL22>RBP7,+",1
"TIAL1>RAB14,+",1
"NAA38>RAB14,+",1
"CSDE1>CBX3,+",1
"PHIP>OTUD6B-AS1,+",1
"MAP1LC3B>OTUD6B-AS1,+",1
"ATP11A>GLRX3,+",1
"MCF2L>GLRX3,+",1
"TRIOBP>LAPTM4B,+",1
"USP8>MCF2L,+",1
"TRIOBP>GSK3A,+",1
"SSH1>GSK3A,-",1
"PKP4>CUTA,+",1
"SESN3>EIF2S1,+",1
"FNBP1L>AR,+",1
"RAB14>MYCT1,+",1
"GPATCH8>ANKRD17,+",1
"MCF2L>ANKRD17,+",1
"NUCB1>CUTA,+",1
"NUCB1>ERP29,+",1
"CBX3>TNFRSF14,-",1
"GLRX3>ERP29,-",1
"ERP29>CLTA,+",1
"TMEM109>CLTA,+",1
"PKP4>UBE2J1,-",1
"NMT1>TNFRSF14,+",1
"HBP1>TNFRSF14,+",1
"ERP29>GPATCH8,-",1
"USP8>MRPL32,+",1
"PLA2G16>DNMT1,+",1
"NMT1>EI24,+",1
"ROBO1>NIPBL,+",1
"SHANK3>SMC4,+",1
"FAM133B>HADHA,+",1
"EI24>ATL3,+",1
"SSH1>MMP24OS,+",1
"HBP1>MMP24OS,+",1
"PHKB>MMP24OS,+",1
"TRIOBP>CLSTN1,+",1
"ATP11A>TIAL1,-",1
"MCF2L>RAI14,+",1
"CBX3>NMT1,+",1
"ALDH2>ROBO1,+",1
"AR>ATP11A,+",1
"MCF2L>ATP11A,+",1
"ERAP2>EIF3J,+",1
"TRIOBP>PCDH17,+",1
"RRBP1>PKP4,+",1
"ATP11A>TRIOBP,+",1
"CBX3>ERAP2,+",1
"ERAP2>EI24,+",1
"RPL22>NACA,+",1
"EI24>PTPRG,+",1
"FAM133B>PTPRG,+",1
"EI24>MAP1LC3B,+",1
"SNAP23>MAP1LC3B,+",1
"RAI14>RAB11A,+",1
"SNAP23>CTBS,+",1
"NIPBL>KDM2A,+",1
"USP8>KDM2A,-",1
"PKP4>KDM2A,+",1
"HBP1>USP8,-",1
"NMT1>SLTM,+",1
"ZEB1>SLTM,+",1
"AR>MMP24OS,+",1
"OTUB1>MMP24OS,+",1
"SESN3>ADAR,+",1
"LSM12>C9orf78,+",1
"SETD2>PDCD7,+",1
"MEIS2>SSR1,+",1
"CACUL1>SSR1,+",1
"EIF2S1>IPO7,+",1
"LSM12>IPO7,+",1
"PDCD7>IPO7,+",1
"MEIS2>RBP1,+",1
"OTUB1>RBP1,+",1
"LAPTM4B>PCNP,+",1
"OTUB1>PCNP,+",1
"SEPT9>RSL1D1,+",1
"SH2D3C>RSL1D1,+",1
"MEIS2>GBP2,+",1
"ERCC6L2>ETFB,-",1
"LAPTM4B>ETFB,+",1
"SESN3>PDCD7,+",1
"PDCD7>PUM1,+",1
"SPPL2A>SH2D3C,+",1
"SH2D3C>C1QBP,-",1
"MMP24OS>DNMT1,+",1
"SESN3>DNMT1,+",1
"ERCC6L2>PTPRG,+",1
"CLIC2>PTPRG,+",1
"OTUB1>ERCC6L2,-",1
"XRN1>C1QBP,+",1
"ERCC6L2>C1QBP,+",1
"OCIAD2>DENR,+",1
"MMP24OS>C1QBP,+",1
"CDK2AP2>KIF1B,+",1
"SH2D3C>SPPL2A,+",1
"FZD4>PFDN1,+",1
"ADAR>TRIB2,+",1
"PFDN1>TRIB2,+",1
"LSM12>ETFB,+",1
"SESN3>ETFB,+",1
"ERCC6L2>CCDC50,+",1
"CDK2AP2>DPM3,+",1
"MMP24OS>ARHGEF12,+",1
"EIF2S1>OGT,-",1
"PDCD7>OGT,+",1
"CLIC2>FNBP1L,-",1
"LSM12>GADD45GIP1,-",1
"LSM12>NDUFS6,+",1
"PFDN1>HNRNPUL1,+",1
"PFDN1>PURA,+",1
"SENP6>SEPT9,+",1
"DPM3>SEPT9,+",1
"SEPT9>SENP6,+",1
"PLA2G16>APH1A,+",1
"DPM3>APH1A,+",1
"SET>C9orf78,+",1
"MEIS2>ARHGEF12,+",1
"PDCD7>PURA,+",1
"XRN1>KDELR1,+",1
"PLA2G16>CCDC68,+",1
"MMP24OS>KRIT1,+",1
"TRIB2>SESN3,+",1
"IPO7>ATP6AP2,-",1
"OCIAD2>ATP6AP2,+",1
"LSR>LSM12,+",1
"DPM3>RASSF9,+",1
"CLIC2>CCDC68,+",1
"ADAR>DAB2,+",1
"MMP24OS>OTUB1,+",1
"OTUB1>LSR,+",1
"OTUB1>PSMC4,+",1
"FNBP1L>PSMA1,-",1
"PDCD7>ATL3,+",1
"MEIS2>ATL3,+",1
"SELE>GPM6A,+",1
"RUNDC3B>GLRX3,+",1
"HEBP1>NAP1L4,+",1
"SMARCA2>COPA,+",1
"EPHA4>MRPL34,+",1
"KRIT1>MLH3,+",1
"NDUFB7>RPS17,+",1
"PNRC2>RPS17,+",1
"GATAD2B>DENR,-",1
"SHISA5>DENR,+",1
"MEIS2>SUN2,+",1
"UBE2I>CCT7,+",1
"GTF2I>COPA,+",1
"MIEN1>COPA,+",1
"GATAD2B>COPA,+",1
"NDUFB7>WASL,+",1
"GBP2>NDUFC2,+",1
"REEP5>NOB1,-",1
"EPHA4>ROBO1,+",1
"C9orf78>ADAR,+",1
"C1QBP>GLRX,+",1
"EPHA4>NUCB1,+",1
"CCT6A>PSMA2,+",1
"GATAD2B>RAB21,-",1
"FNBP1>THRAP3,+",1
"CFI>SLC25A24,+",1
"GATAD2B>SLC25A24,-",1
"C9orf78>SLC25A24,-",1
"MIEN1>SLC25A24,-",1
"GOSR1>PSMA2,-",1
"WASL>GBP2,+",1
"MAZ>PSMA2,+",1
"AR>PSMA2,-",1
"GATAD2B>ALG13,-",1
"WASL>ALG13,+",1
"PTTG1IP>FAM84B,+",1
"C9orf78>FAM84B,+",1
"CLEC2B>CFI,+",1
"C1QBP>CNTLN,-",1
